id,poi_name,pcdr,t_tag,intro
poi_000271,南京LINK电竞酒店(云锦路地铁站店),江苏省;南京市;建邺区;拓园路,酒店|经济型|酒店|电竞酒店|酒店|主题酒店|酒店|公寓式酒店,"南京LINK电竞酒店周围餐饮、娱乐等生活配套齐全。酒店坐落于南京河西,紧靠河西万达和河西金鹰两大商业体,距离地铁口仅200米出行便利。"
poi_000272,茅湾里印纹陶窑址,浙江省;杭州市;萧山区;,景点|文物古迹|景点|人文景观,"茅湾里窑址位于浙江省萧山镇南部,东南界诸暨,东北接绍兴。这里阡陌纵横,群山耸峙,烧制陶器有很多有利条件。该窑曾以生产印纹陶和原始青瓷为主,印纹陶是古代劳动人民在长期烧制灰陶的实践中发现的,是采用含铁量较高的粘土烧制出来的。主要盛行于长江以南和东南沿海各地,浙江是印纹陶比较多的地区之一。是国家重点文物保护单位。"
poi_000273,成都龙辉旅馆,四川省;成都市;龙泉驿区;文景街,酒店|旅馆,"旅馆位于龙泉驿区,文景街,周围交通便利,出门即是公交车站。周围设施较多,集餐饮、美食、娱乐场所等,是入住的理想选择。"
poi_000274,重庆云景台酒店(交通大学店),重庆市;;江津区;福城大道,酒店|快捷酒店|酒店|经济型|酒店|旅馆,"本店位于重庆科学城双福新区,紧邻重庆交通大学与重庆能源职业技术学院等几所高校,更与双福工业园区为伴,重庆农贸城、机电城、水暖城、石材批发城、汽摩城、攀宝钢材批发城等大型专业市场就在旁边,地理位置十分优越,周边又有双福北等4个高速路公路出入口,交通非常便利,入住十分方便。云景台酒店更致力于为您打造洁净舒适温磬的家,让您在异地感受家的舒适和温暖。卫生间的坐便、沐浴、洗漱三区分离,让您入住特别舒适,就像回到了自己温馨的家,周边安静的环境,让您休息非常安静与安宁。"
poi_000275,华公馆·隐全套房酒店(桂林火车站万象城店),广西壮族自治区;桂林市;秀峰区;阳江路辅路,酒店|高档型|酒店|商务酒店,"酒店地处华润万象城商圈,背靠国宾洞芦笛岩、面朝秀峰元宝山、左依千亩荷花池、右傍桂林桃花江,距离正阳步行街,象鼻山、两江四湖、日月双塔、东西巷、市中心广场约10分钟车程。此处美食、美景云集,地理位置优越,交通出行便利。酒店为您贴心配备全自动按摩椅、电动窗帘、烘干机、智能马桶、按摩浴缸、蓝牙音乐、茶具,更是配置了金丝楠木屑抱枕、玉石装饰画、青花瓷摆件等,致力为您打造舒适、静谧、温暖、养生的住宿环境。华公馆以弘扬和传承中华民族传统文化为宗旨,致力为民族品牌酒店的崛起而努力奋斗!"
poi_000276,乌兰布统龙腾山庄,内蒙古自治区;赤峰市;克什克腾旗;,休闲娱乐|农家乐|酒店|农家院,"乌兰布统龙腾山庄位于坝上乌兰布统大草原(原北京军区红山军马场)景区中心,出游便利。山庄店内空调、液晶电视、独立卫浴、24小时热水、WiFi等设施完备,房间宽敞整洁。 品草原美食:烤全羊、手把羊、山野菜,赏名族风情:篝火晚会,民族歌舞,马头琴、蒙古长调,舒适的住宿环境,热情周到的服务,让您度过难忘美丽的草原之夜。 乌兰布统龙腾山庄欢迎各界朋友前来旅游度假。"
poi_000277,伟经集团,广东省;佛山市;顺德区;羊大路,公司企业|公司,"广东伟经集团始创于1988年,坐落于佛山市顺德区。伟经集团从一家镇属集体企业起步,逐步发展成为一家拥有员工5000余人,集五金家居用品生产与销售(外销)、上游产品配套并涉及房地产行业的多元化大型国际化企业集团。
广东伟经集团秉承“团结、拼搏、求实、创新”的企业精神,致力于为客户提供满意的产品和服务。2016年集团实现销售收入10亿元,产品远销欧美、澳洲、东南亚及中东市场,已成为国内乃至全球五金家居制品行业的领跑者。"
poi_000278,长春高新益田福朋喜来登酒店,吉林省;长春市;朝阳区;超越大街,酒店|豪华型,"长春高新益田福朋喜来登酒店位于长春市高新经济开发区,紧邻一汽汽车产业开发区,酒店距离欧亚卖场约15分钟车程,距离吉林大学南校区约10分钟车程。酒店拥有三百余间明亮宽敞的客房和套房,为您带来如家般的舒适。您可在特色福朋舒适之床上,尽享酣甜睡眠。酒店拥有多间餐饮场所可供选择,在宜客乐餐厅享用自助早餐/晚餐,品尝国际荟萃美食;聚味中餐厅则是品味东北地方菜及川菜完美融合的理想之地;您也可来到大堂吧,啜饮一杯香浓咖啡或畅饮醇饮优选计划提供的当地啤酒。此外,酒店还提供房内用餐服务,让您安享惬意,犒赏自己。酒店配备多项设施,纵身于室内恒温泳池,畅游一番;前往健身中心,使用先进的有氧及重量训练器械,于住宿期间维持您的健身计划。酒店拥有宽敞专业的室外跑道,可供宾客晨跑、散步或夜跑。"
poi_000279,石台牯牛降大酒店,安徽省;池州市;石台县;013乡道,酒店|经济型,"酒店位于牯牛降景区售票大厅附近,交通方便,出行便利。酒店客房干净卫生,设施齐备,功能完好,为您提供热情、周到的服务。"
poi_000280,黎川古城,江西省;抚州市;黎川县;人民路,景点|古镇古村|景点|4A景区|景点|文物古迹|景点|人文景观|景点|景区,"东起黎川县城磨市街口中,西至南门口,绵延1.8公里,居住约2.3万居民,分布着百余幢明清古宅。古城改造后,有效改善了老街居民的生活环境,有利于传承历史文化、消除火灾威胁、开发特色旅游。 在武夷山西麓中段,江西与福建交界的群山峻岭之中,有一座小县城叫黎川,之所以称其为小,是因为从县城的主干道徒步行走全程,最多只需半个小时。这是一座有着1700多年历史的古城,是古时江西通往福建的重要关口之一。走在老街上,保存下来、且规模较大的清代建筑随处可见,其中还穿插着少量的明代建筑。这些古宅多为清代商人所建,就是因为有了这些明清古建筑,加上那些横七竖八的铺着卵石的古巷,使老街特有逛头。一会儿是骑楼街面,一会儿是古巷幽幽;一会儿临河漫步,一会儿庭院深深,这种特色鲜明的清代商业街,如今在国内已不多见。老街中段两河交汇处,建有两座不同形状的古代廊桥。远望新丰桥,长廊飞渡,桥堡耸立,青瓦铺顶,飞檐翘角。横跨于黎滩河上,古风犹在,气度不凡。"
poi_000281,中山市东升镇宝贝佳婴童用品厂,广东省;中山市;;同心街,公司企业|工厂|购物|母婴用品,"中山市东升镇宝贝佳婴童用品厂坐落于美丽的中山市东升镇,该镇具有得天独厚的地理条件,处于珠江三角洲核心地带,交通环境极为方便快捷,在改革开放初期当地就引进了众多知名的婴童用品企业落户,目前已形成了以婴童用品设计、开发、生产和销售为一体的上下游产业链,宝贝佳婴童用品厂本着以“关心孩子、服务家庭、回报社会”为宗旨,以“改善儿童生存环境,提高儿童生活品质”为使命,通过持续创新,不遗余力地为天下父母提供安全易用、充满爱心的优质育儿产品,为孩子们营造健康、快乐的成长环境。企业致力于开发、设计、生产、销售童车、童床及婴幼儿寝(用)具、婴幼儿益智玩具,我们热忱欢迎各界朋友到厂指导、交流及洽谈业务!"
poi_000282,亨利商务酒店-商务中心,广东省;广州市;花都区;宝华路,酒店|商务酒店,"广州亨利酒店位于广州市花都区城区的商业中心,花果山地铁站、东风日产乘用车公司、汽车城、珠宝城、美国工业村等新型产业基地方便可达,酒店距狮岭国际皮革城约20分钟车程,距汽车城约10分钟车程;同时机场高速、京珠高速、广清高速等多条快速干线把酒店和深圳、珠海、琶洲交易会馆中心、多个旅游景区紧密相连,地理位置优越。酒店拥有各种宽敞豪华的客房,房内提供豪华淋浴设备、宽带上网,全酒店无线wifi覆盖,配有丰富的电视节目,国内长途市话任打,真诚的服务,给您一个家的感觉。酒店3楼为花都区泰菜餐厅——LA餐厅,让您足不出户,尽享正宗泰国美食!酒店5楼为健身室及娱乐中心,配备各式健身器材以及桌球、乒乓球、飞镖等娱乐设施,让您在忙碌的工作中享受片刻的愉悦。酒店配有多功能会议室,现代化完善的视听会议设备可为您提供周到、细致和完善的会议服务。酒店更配有清吧,还提供旅游票务、洗衣等服务,是商旅人士居住的理想选择。"
poi_000283,漳州云洞岩花园会议酒店,福建省;漳州市;龙文区;云洞岩路,酒店|别墅酒店|酒店|度假酒店|酒店|会议型酒店,"酒店坐落在福建省漳州市龙文区蓝田开发区,酒店位于4A级云洞岩风景度假区内,紧邻324国道旁,交通便利,位置优越。酒店是集餐饮、住宿、休闲、旅游、商务为一体的综合性服务场所。酒店设有多类型客房,为您的差旅及亲子出游提供优质的客房。酒店为每一位住客免费提供停车位,及自助洗车服务。多个多功能会议室满足您公司的会议需求。酒店奉行“顾客至上,卓越服务”的宗旨,为宾客提供体贴入微的服务,加之完善先进的设施、另具特色的餐饮、住宿、商务休闲等优越的环境,合理的价格,超值的享受,定会受到越来越多宾客的青睐和喜爱。"
poi_000284,广州市千朵花服装有限公司,广东省;广州市;番禺区;朱份西街,公司企业|公司,"2005年ULTRA PINK来到中国,于香港成立香港珍珠河出口有限公司。是一家集设计.生产.销售出口为一体的服饰工贸有限公司。产品主要出口销往欧美.澳大利亚.南美等国家地区。产品款式新颖.价格优惠.品质优良,深得客户信懒.
      2012年3月广州市千朵花服装有限公司正式成立。公司始终继承""互动创新.诚信双赢‘的经营理念和’忠诚.团结.敬业.文明‘的企业精神.积极营造良好的工作氛围.倡导团队精神。我们始终坚持’客户至上.不断创新.严格检测.追求卓越.永不满足‘的质量方针与目标,为广大客户与消费者提供优质的产品与服务!
      公司与美国ULTPA PINK品牌设计师联手合作成立一支高水平的国际化得研发团队,始终以’时尚优雅.领先潮流‘的理念进行产品的开发与设计,使产品一直引领世界潮流。
      公司拥有现代化的硬件设施和完善的生产管理体制,四条单件流水生产线,采用JIT精益生产、国际化的管理操作系统及全新的电脑衣车设备。验布.松布.定型等辅助设备,拥有ET电脑设计.放码.排麦.裁剪系统.具备月产量280000件的生产能力。
      广州市千朵花服装有限公司是女士服饰、蕾丝服装、雪纺服装、水溶服装等产品专业生产加工的公司,拥有完整、科学的质量管理体系。广州市千朵花服装有限公司的诚信、实力和产品质量获得业界的认可。欢迎各界朋友莅临参观、指导和业务洽谈。"
poi_000285,郑城镇观音山旅游区,山东省;临沂市;平邑县;地庞线,景点|景区,"观音山旅游区位于中国金银花第一镇——郑城镇东部,东临九间棚景区,因主峰神似观音而得名。九鼎莲花山、莲花宝座似是为观音而设,祈求着观音能保郑城一方平安。旅游区内山水相连,花果飘香,景色优美秀丽,生态植被保存完好,民风淳朴,是以生态农业观光旅游度假为主的旅游区。观音山整个山体从不同角度观看分别呈现出孟母教子、卧佛、猛虎回头等不同的形象。九鼎莲花山为一巨型崮顶之上分布着的九座山峰,造型各异,山峰间的平缓崮顶之上有文冠果生态园和一望无际的黄草地。观音山绵延数十里,山体为金银花、各类果树、马尾松、侧柏、槐树等覆盖,是全国金银花主产区,分布着众多的金银花GAP标准化种植基地、生态园、种植园等,百年以上的老果树不可胜数,“山楂王”、“柿子王”为其中的代表。九鼎莲花山下是著名的省级社会主义新农村建设示范村、农家乐旅游点——油篓村,村庄建设风格依山就势、错落有致;烟波浩淼的大一型水库——昌里水库紧邻油篓村,山上山下风景形成了独特的“天上人间”格局。旅游区内还分布着著名的115师会议遗址、罗荣桓住所等众多革命历史遗迹,这些与苏家崮战斗遗址、苏家崮革命烈士陵园、郑玄公园、郑玄墓、汉墓群等共同构成了郑城丰富多彩的历史文化底蕴和红色革命文化底蕴。"
poi_000286,宝泰精品酒店,上海市;;宝山区;大康路,酒店|经济型|酒店|商务酒店,"上海宝泰商务酒店位于中外环之间,地理位置优越,驱车起步即达南北高架,靠近S20外环隧道入口,毗邻易买得购物广场、家乐福购物广场、宝山万达广场。上海宝泰商务酒店按高标准装修,设有大床房、双床房、套房等,房内24小时百兆网速上网及观看IPTV电视,24小时空调热水。我们以热情的服务期待您的到来!"
poi_000287,北安源长水汇酒店,黑龙江省;黑河市;北安市;龙江路辅路,酒店,"北安源长水汇酒店,是集洗浴、宾馆、汗蒸、影院为一体的综合性休闲娱乐场所,一楼大厅,二楼男浴,三楼女浴,四楼五楼客房,六楼汗蒸影院餐厅。环境优雅舒适,干净清爽,服务周到,是您住宿、洗澡、汗蒸的选择。"
poi_000288,裕诚国际大酒店(北海北部湾广场老街店),广西壮族自治区;北海市;海城区;北部湾中路,酒店|舒适型,"裕诚国际大酒店位于北海市海城区北部湾中路58号凯旋国际大厦,位置优越,交通便利,正对北部湾广场,邻近和安商港、新力购物广场、周边有北海老街、海底世界、海洋之窗、外沙海鲜岛等旅游景区。裕诚国际大酒店拥有温馨舒适的各类型豪华客房,同时一半的客房为海景房,部分房间拥有浴缸、观景台、干蒸房等,宽频上网让您体验网上冲浪的愉悦。酒店设有多个多功能会议室,其中2个大会议室可容纳500人,为您提供多种先进会议设施,是举办各类会议活动的理想之选。七楼设有海鲜大酒楼,面积4000平方米,拥有20多个奢华型包厢,主营名贵燕、鲍、翅、野味等精品菜、创新粤菜、法式铁板。2000平方米的双层360度旋转观海餐厅,360度双层观海旋转餐厅可容纳500多人同时用餐,让您昼观游人戏海,夜看渔火星光,心情格外惬意轻松。"
poi_000289,项城市龙凤幼儿园,河南省;周口市;项城市;孔魏街,教育培训|幼儿园|教育培训|学前教育,"龙凤幼儿园育人环境优美,配套设施齐全。购置了幼儿园桌面玩具与地面大型玩具,全面完成了室外活动场地的硬化。各功能室配套齐全,全面服务幼儿玩乐需要。多功能活动室配备了多媒体、舞蹈器械、音美器材等保证幼儿的健康活动。"
poi_000290,金海国际酒店,湖南省;岳阳市;岳阳楼区;南湖大道,酒店|舒适型|酒店|商务酒店,"酒店位于岳阳楼区南湖大道,闹中取静,让您体会到“曲径通幽处,“藏”房花木深”的感觉。毗邻岳阳繁华的东茅岭商业步行街,生活资源丰富;距离岳阳楼景区仅几分钟车程,地理位置优越。酒店拥有多间现代风格客房,房间宽敞舒适,给您营造了一个温馨的居住环境。24小时开放的前台服务可为您随时提供信息服务,以帮助您探索这个魅力之都。酒店期待您的光临。"
poi_000291,驿捷度假连锁酒店(野三坡百里峡浩淼店),河北省;保定市;涞水县;百里峡大道,酒店|度假酒店,"驿捷度假连锁酒店(野三坡百里峡浩淼店)位于野三坡百里峡景区入口四百米处。酒店房间温馨典雅,现代化设备设施完善,吹风机、电热水壶等一应俱全,使每一位尊贵的宾客享受到周到的服务。酒店地理位置优越,房间内能俯瞰百里峡周边秀丽山色,让您回归到大自然,享受自然的洗礼。"
poi_000292,南宁江南保时捷中心,广西壮族自治区;南宁市;江南区;南站大道辅路,汽车服务|保时捷4S店|汽车服务|4S店,"南宁保时捷中心成立于2011年11月18日,位于南宁市江南区南站大道11号,是广西区内首家获官方授权的保时捷中心。让我们深感自豪的不仅是保时捷性能卓越的各系车型,同时还有我们无以伦比的优质服务。南宁,作为广西的首府,在北部湾经济腾飞的大舞台中,扮演者不可取代的角色,能在此成立新中心,保时捷励精图治,众志成城, 必将成为促进北部湾经济特区蓬勃发展的又一中坚力量。深入了解保时捷传奇历史的最佳途径莫过于亲临参观我们极富震撼力的现代化展厅。我们随时欢迎您的到来,并将安排经验丰富的专业顾问作为您的接待与陪同,带领您参观整个中心,近距离接触各款性能卓越的顶级跑车,在我们热情的销售顾问的帮助下,您可以根据您的喜好,定制您梦想中的个性跑车,我们的专业顾问将会为您提供一切所需信息。南宁保时捷中心竭诚欢迎您的光临。我们将竭尽所能,为您创造最具价值的参观及购买体验。我们衷心期盼你的到来,将上述承诺变为现实。"
poi_000293,龙都宾馆(长途客运中心店),浙江省;杭州市;桐庐县;乔林路,酒店|经济型|酒店|旅馆,"桐庐龙都宾馆地处于“水碧山青画不如”的国际花园城市桐庐县新城区,临近客运中心,南依史称“江南名山”的大奇山国家森林公园,青山绿水环保,环境优美,地理位置极为优越。桐庐龙都宾馆的客房为宾客提供干净、舒适、整洁、安全的入住环境,精良的床品、配套设施,是您暂时的避风港,让您安心入住。酒店设有国内直拨电话、卫星电视、电脑等设施,是商业出差、家庭旅游的好住处。"
poi_000294,派多格宠物(金坛吾悦犬猫服务),江苏省;常州市;金坛区;鑫城大道,生活服务|宠物店|生活服务|宠物服务,"本店经营项目:宠物食品、用品、洗护、美容、寄养、名猫名犬出售;店内环境一流,商品齐全,大品牌有保障,欢迎宠主们进店体验"
poi_000295,郑州玉玺宾馆,河南省;郑州市;管城回族区;陇海东路,酒店|经济型|酒店|旅馆,"郑州玉玺宾馆位于郑州市陇海东路297号(陇海汽车站向东100米,朱记叫花鸡隔壁),干净卫生,交通便利,经济实惠。"
poi_000296,扬州天恒宾馆(江阳西路分店),江苏省;扬州市;邗江区;江阳西路,酒店|经济型|酒店|旅馆,"宾馆位于邗江区江阳西路,交通便利;紧邻万达广场,可以满足您的日常购物需求;近水楼台、人间映象私人影院等休闲场所可充实您的休闲时光;还有淮食 · 禧狮楼、星伦多海鲜自助餐厅等特色美食店侍候您的味蕾;还可前往扬州八怪纪念馆、珍园等景点游玩。宾馆装修虽说不上豪华,却也朴素整洁;房间内的衣柜、桌椅实用性强;暖色壁纸和灯光使房间显得温馨;独立卫生间内干净明亮,洗漱用品一应俱全,还有电吹风供您使用;无线上网便利宾客的办公;外围有停车场满足您的停车需求。宾馆真诚地期望更好的为您提供优质、快捷、精准、满意的服务!"
poi_000297,嵊泗南岸风情精品民宿,浙江省;舟山市;嵊泗县;田田段,酒店|民宿,"位于嵊泗,2020-07-01开业的嵊泗南岸风情精品民宿,将是您旅途中的不二选择。酒店对客房的装饰十分考究,每间设施齐全的客房都配备有空调。浴室配有拖鞋、24小时热水和吹风机。酒店提供的休闲设施,旨在为旅客营造多姿多彩、奢华完美的住宿体验。"
poi_000298,德林富氧酒店(布达拉宫店),西藏自治区;拉萨市;城关区;罗布林卡路,酒店|经济型,"酒店坐落于拉萨核心区位,紧邻城市地标与自然胜景——世界文化遗产布达拉宫,推窗可遥望红宫金顶的庄严;马路对面即是风光旖旎的药王湖公园,步行数分钟便能漫步湖畔,饱览湖光山色与布宫倒影相映的优美景致。 酒店以“舒适旅居”为核心,特别配备弥散式供氧系统,让宾客在高原也能享受如平原般的畅快呼吸,缓解旅途疲惫。每日清晨,更提供精心搭配的营养早餐,开启活力一天。 客房内搭载先进的智能客控系统,灯光、窗帘、空调等均可一键操控,为您带来便捷贴心的现代化入住体验。 无论是朝圣之旅还是休闲出行,酒店都将是您驻足拉萨的优选之所,在便捷中感受高原风情,于舒适中静享旅途时光。"
poi_000299,宁波市海曙三井服装辅料有限公司,浙江省;宁波市;海曙区;,公司企业|服装厂|公司企业|公司|公司企业|工厂,"“三井辅料”位于中国经济发达的浙江宁波,环境优美,交通便捷。
    
    本厂专业生产吊粒类服装配件,主要为服装及辅料公司提供配套服务。
    
    本厂拥有独立的模具车间,能够方便快捷的为客户设计、制作各种所需产品。
    
    本厂可生产单、双叉吊粒,三合一吊粒,一次成型环保吊粒,各种形状的通用小吊粒,金属头吊线,塑料别针,滴胶吊粒等所有特殊吊粒。

   工厂秉着“质量为本,诚信为魂”的创业宗旨,专注吊粒工艺的开发和生产。
   
    ""三井辅料”---您的吊粒生产专家。
   
    欢迎您登陆本工厂网站,感谢您的合作!"
poi_000300,苏州呆着吧民宿,江苏省;苏州市;吴中区;邾巷弄,酒店|民宿,"“烟雨江南,醉美木渎”!呆着吧民宿地处木渎古镇景区核心位置,与园林榜眼府第仅一墙之隔。民宿有诸多间各具特色的房间,配套有茶室、火塘及小酒馆,以温馨舒适随性为主。周边原著居民居多,生活气息浓郁,小桥流水尽江南的生活气息是您下江南的期许。古镇有四个园林及众多景点。灵岩山乃佛教进修圣地,香火甚旺。中国四大赏枫基地天平山也是必打卡之地。5A景点穹窿山上孙武文化园也是您不得不去的地方!爱好徒步的朋友们可以约上老板娘一起哈…… “不刻意诗与远方,且珍惜呆着时光”! 呆着吧期待您的到来。"
poi_000301,武汉南枫宾馆,湖北省;武汉市;汉南区;薇湖路,酒店|旅馆|酒店|经济型,"南枫宾馆位于武汉市汉南区薇湖路与兴城大道交叉路口附近德成·汉南广场商业楼二楼,与小鹏、吉利、中航锂电等新兴工厂都很近,交通方便,公交总站相邻,百尚超市更是楼下邻居,购物方便,附近小吃,快餐,早点,烧烤应有尽有,吃货福音。 南枫宾馆有各种房型,采用简约、精致的现代风格,大床软枕让您享受无尽的惬意。全区域双频段WIFl覆盖,让您生活,娱乐,工作都快乐无忧。24小时提供热水,自助洗衣,热情周到的前台保证为您提供优质的住宿体验。"
poi_000302,小岛庭院(涠洲岛石螺口店),广西壮族自治区;北海市;海城区;南湾街,休闲娱乐|农家乐|酒店|民宿,"住在涠洲岛中心地带,去您想去的任何地方都很方便。空调、衣架、可投屏电视、千兆Wifi、热水么妥妥的!如果要展示下自己超高的厨艺,厨房免费提供,厨具齐备,调料要自备哦。如果不要展现厨艺,我们的神大厨将带来丰盛的餐食。"
poi_000303,丹东果丞招待所,辽宁省;丹东市;振兴区;青年大街,酒店|招待所,"丹东果丞招待所是丹东新开的酒店之一,于2021-02-01正式运营。从酒店到浪头机场15km远,到丹东站1km远,均很便捷。包括鸭绿江断桥和月亮岛都在酒店周边,对于入住旅客想在该地区畅游会很方便。优美的环境,再搭配上细致周到的服务,酒店的休闲区定能满足您的品质需求。"
poi_000304,富高商务酒店,广东省;惠州市;惠城区;演达路,酒店|商务酒店,"若想要游览惠州,富高商务酒店将会是一个不错的的住宿之选。酒店休闲区提供了各类设施,您可以在这里舒缓身心压力。"
poi_000305,常州博物馆,江苏省;常州市;新北区;惠国路,景点|博物馆|景点|4A景区|景点|人文景观|景点|景区,"常州博物馆位于常州市新北区,是最能深入了解常州的地方。 博物馆外形大气,馆内设计合理,展示常州的发展历史,出土文图,和名家展览。 此外一楼是谢稚柳书画展,不定期还有不同主题的特色临时展览,值得一看。 这里环境很好,人也不是很多,很适合带小孩子来玩,一边玩一边增长见识。"
poi_000306,兴山翠苑晓居农庄,湖北省;宜昌市;兴山县;312省道,酒店|经济型|休闲娱乐|农家乐|酒店|农家院,兴山翠苑晓居农庄位于朝天吼漂流景区内  距离朝天吼漂流游客接待中心约500米  民宿内设有标间  大床房 特价房等 民宿环境干净优雅  民宿提供漂流防晒服  漂流鞋  门票 农家饭以及漂流接送  泊车服务  欢迎您的光临
poi_000307,新化幼儿园,新疆维吾尔自治区;乌鲁木齐市;达坂城区;祥和路,教育培训|幼儿园|教育培训|学前教育,"乌鲁木齐市达坂城区新化幼儿园以美术、科技、健康教育为特色,倡导塑造“全人”的教育理念,鼓励幼儿大胆、自主、富有个性地表达,全面促进幼儿健康和谐发展。"
poi_000308,万华化学,山东省;烟台市;福山区;青城山路,公司企业|公司,"万华化学集团股份有限公司(简称万华化学)是以客户需求为导向的化工新材料公司,依托不断创新的核心技术和世界级规模的产业化装置以及高效的运营管理模式,万华化学已成为全球聚氨酯行业领先的生产与制造企业。遵循科技与市场的有机结合,逐步打造一体化绿色化工产业链条,公司业务覆盖异氰酸酯、多元醇等聚氨酯全系列产品,同时不断延伸拓展至丙烯酸及酯等石化产品、水性涂料等功能性材料、特种化学品等领域,旨在为客户提供更加优质稳定的产品和理想的综合解决方案。"
poi_000309,华翔大酒店(沙坪坝高铁站三峡广场店),重庆市;;沙坪坝区;三峡广场步行街,酒店|商务酒店,"华翔大酒店(重庆沙坪坝站店)位于沙坪坝三峡广场中心地,近王府井百货。酒店以欧洲新古典主义为主体建筑风格,欧式艺术佳作的搭配,全楼层覆盖无线WIFI,内设早餐厅,轻奢装饰风格,卫生间采用国际化卫浴设计理念,简约大方。为您重新谱写新古典主义商务酒店新概念,精致典雅、风格迥异的优质客房,完美地全方位人性化设计,处处体现舒适与高雅,让您的商务之旅变得轻松写意!"
poi_000310,泰玉兴运动器材有限公司,天津市;;北辰区;,公司企业|公司,"天津市泰玉兴运动器材有限公司是国内领先的体育器材及配件、自行车及零件制造;电动自行车制造;金属表面处理;五金交电、机电产品、化工产品、家用电器、摩托车、汽车配件批发兼零售。。天津市泰玉兴运动器材有限公司位于天津市北辰区大张庄镇喜逢台村津围公路东(鸿伟饭店旁)交通便利。天津市泰玉兴运动器材有限公司本着“客户第一,诚信至上”的原则,欢迎国内外企业/公司/机构与本单位建立长期的合作关系。公司拥有一支较强的技术研发队伍并和国内多家机构强强联手。"
poi_000311,巷往·大理原创设计师民宿,云南省;大理白族自治州;大理市;人民路,酒店|民宿,"本人是一名专业的装修设计工程师,巷往.大理也是作品之一,本店提供管家级的服务以及客房水果,全房间为全智能房间,内带有空调,化妆柜,加湿器,冷热水饮水器,大尺寸投影仪,独立音响系统,香氛系统,配有起夜灯,护理包及消毒液,卫生间干湿分离,选用高端洗漱用品及护理包,每个卫生间带有全自动洗衣机,挂烫机,智能马桶,部分房型带有独享花园阳台及客厅。"
poi_000312,重庆也宿一间艺术酒店(大学城尖顶坡轻轨站店),重庆市;;沙坪坝区;大学城北路,酒店|经济型,"客房干净、卫生,具有基础性设施,住宿环境舒适。靠近大学城,购物,旅游方便快捷。"
poi_000313,龙庆峡山外小院民宿,北京市;;延庆区;古城大街,酒店|民宿|酒店|农家院,"客官您好,见字如面幸会,有缘与您隔山海,如期共度好时光,是我的荣幸。小生不才于今年逃离闹市,位于延庆龙庆峡郊野,与家人共同盘下小院一处,经四个月闭门修整,上到房顶修补,下到一草一木,皆于家人自己动手改造,小有模样。小院于五一期间正式营业,虽不为高端,但尽力精心改设,老房改造干净是必然,接下来时间依然会慢慢拾捣,一为客观玩之舒心,二为自己住之欢欣。关于我为80油腻老少年一枚,单身且爱好超级广泛,机车滑雪户外健身手工旅行弹唱,一切热爱生活的事物来之不拒,相信你来,我们一定聊之有趣,家人也备好美食待您来家一序,说的太多,不如有缘相聚。最后,一首小院初衷小诗送您——山外皆有山,把酒叙峰岚,礼予天下客,不惑栖凡间…"
poi_000314,威远瑞和天地酒店,四川省;内江市;威远县;锦绣路,酒店|商务酒店,"威远瑞和天地酒店位于严陵镇锦绣路赵家坝河边,地理位置优越,交通便利。威远瑞和天地酒店设施齐全,房间温馨舒适,功能齐全,服务真诚,竭诚为旅客服务。"
poi_000315,靖江市衡动粉碎机械厂,江苏省;泰州市;靖江市;龙郁路,公司企业|工厂,"我厂位于江苏省靖江市,是一家粉碎机械的专业生产厂家。我厂立足于科技创新,拥有多项专利技术和知识产权,努力打造“衡动制造”百年优质品牌。我厂研制的ZY-№6型万能冲击式粉碎机(万能微粉王)是全中国最大型号的齿爪式粉碎机,广泛应用于饲料、食品、制药、橡塑、造纸等行业。我厂粉碎机高质优价,在行业内享有良好口碑和声誉,畅销国内市场,并出口马来西亚、越南及非洲多个国家和地区。诚挚欢迎各界朋友莅临指导、参观和业务洽谈。"
poi_000316,全季酒店(国芳广场店),甘肃省;金昌市;金川区;上海路,酒店|舒适型,"坐落于金昌市金川区新华路街道上海路国芳广场A5号楼1层 ,酒店房间布置得温馨且雅致,柔软舒适的床品,能让您一夜好眠。服务人员热情周到,办理入住不仅快速高效,还会贴心为您介绍周边美食。自助早餐品类丰富,中西餐兼具,满足不同口味需求。健身房设施齐全,让您在旅途中也能坚持锻炼,酒店地理位置优越,周边出行、购物极为方便。国芳广场近在咫尺,还有龙首湖公园、金昌花文化博览馆等景点分布在周围。无论是商务出行还是旅游度假,酒店都能为您带来优质体验。"
poi_000317,豪格商务会所,陕西省;渭南市;蒲城县;红旗街,酒店|经济型,"对于想要捕捉蒲城城市风采的旅客来说,蒲城豪格会所是一个理想的选择。从酒店出发,至渭南北火车站大约有62km远。酒店周边的陕西蒲城林则徐纪念馆是您入住期间休闲玩赏的好去处。 酒店休闲区提供了各类设施,您可以在这里舒缓身心压力。"
poi_000319,雪域栖舍·观景Villa酒店(康定塔公草原店),四川省;甘孜藏族自治州;康定市;434省道,酒店|民宿,"酒店近塔公草原,交通方便,位于434省道边,距塔公草原驾车5分钟,提供餐饮住宿露营,酒店提供制氧机、充电桩供使用。"
